ageRange,industry,annualSalary,addIncome,currency,workCountry,usState,usCity,overallProExp,fieldExp,eduLevel,gender,race,totalCompensation,compUSD
35-44,Insurance,170000,30000.0,USD,USA,,New York,11-20,8-10,Master's degree,Woman,White,200000.0,200000.0
25-34,"Marketing, Advertising & PR",60000,0.0,CAD,CANADA,,Remote Worker,8-10,8-10,College degree,Woman,White,60000.0,43200.0
45-54,Education (Primary/Secondary),70000,1000.0,USD,USA,Texas,Houston,21-30,11-20,Master's degree,Man,White,71000.0,71000.0
25-34,Nonprofits,53000,0.0,USD,USA,District of Columbia,Washington,5-7,2-4,College degree,Woman,White,53000.0,53000.0
35-44,Health care,82160,0.0,USD,USA,Wisconsin,Eau Claire,11-20,11-20,Master's degree,Woman,White,82160.0,82160.0
25-34,Recruitment or HR,71000,0.0,USD,USA,New York,buffalo,11-20,2-4,College degree,Woman,White,71000.0,71000.0
18-24,Engineering or Manufacturing,25700,0.0,USD,USA,Indiana,West Lafayette,5-7,5-7,College degree,Woman,"Hispanic, Latino, or Spanish origin",25700.0,25700.0
25-34,Politics,105000,0.0,USD,USA,,"Washington, DC",8-10,8-10,College degree,Woman,White,105000.0,105000.0
35-44,Education (Higher Education),77000,0.0,USD,USA,Pennsylvania,Philadelphia,11-20,11-20,Master's degree,Woman,White,77000.0,77000.0
35-44,Health care,50000,0.0,USD,USA,Arizona,Phoenix,11-20,5-7,Master's degree,Woman,White,50000.0,50000.0
25-34,University administration,25217,0.0,GBP,UK,,Glasgow,5-7,5-7,College degree,Woman,White,25217.0,33790.78
25-34,Government and Public Administration,31616,0.0,USD,USA,Georgia,Too identifiable,5-7,2-4,College degree,Non-binary,White,31616.0,31616.0
35-44,Government and Public Administration,95000,2000.0,USD,USA,New York,New York,11-20,8-10,Master's degree,Woman,White,97000.0,97000.0
18-24,Business or Consulting,62000,0.0,USD,USA,Massachusetts,Braintree,0-1,0-1,College degree,Woman,White,62000.0,62000.0
35-44,Animal Health Product Manufacturing,75000,7500.0,USD,USA,Indiana,Clinton,11-20,8-10,College degree,Woman,White,82500.0,82500.0
25-34,Education (Primary/Secondary),71000,0.0,USD,USA,New York,New York ,5-7,5-7,College degree,Non-binary,White,71000.0,71000.0
45-54,Computing or Tech,88000,0.0,USD,USA,North Carolina,Raleigh,21-30,11-20,Master's degree,Woman,White,88000.0,88000.0
25-34,Property or Construction,31500,0.0,USD,USA,South Carolina,Columbia,8-10,2-4,College degree,Woman,"Asian or Asian American, White",31500.0,31500.0
25-34,Health care,76000,0.0,USD,USA,Massachusetts,Woburn,5-7,2-4,Master's degree,Woman,White,76000.0,76000.0
35-44,Health care,165000,30000.0,USD,USA,Massachusetts,Boston ,21-30,21-30,College degree,Non-binary,White,195000.0,195000.0
25-34,"Accounting, Banking & Finance",45760,0.0,USD,USA,California,Anaheim,11-20,2-4,Some college,Woman,"Hispanic, Latino, or Spanish origin",45760.0,45760.0
25-34,"Marketing, Advertising & PR",86000,0.0,USD,USA,Florida,Orlando,5-7,5-7,College degree,Woman,White,86000.0,86000.0
25-34,Engineering or Manufacturing,78240,0.0,CAD,CANADA,,Calgary,5-7,5-7,Master's degree,Woman,White,78240.0,56332.799999999996
25-34,Education (Higher Education),56000,0.0,USD,USA,Wisconsin,Appleton,8-10,5-7,Master's degree,Woman,White,56000.0,56000.0
25-34,Educational Technology - hybrid between book publishing and technology really,67000,2000.0,USD,USA,Minnesota,Bloomington,8-10,2-4,College degree,Woman,White,69000.0,69000.0
25-34,Law,125000,0.0,USD,USA,Tennessee,Chattanooga,5-7,5-7,Master's degree,Woman,White,125000.0,125000.0
25-34,Property or Construction,55000,0.0,USD,USA,Florida,Jacksonville,5-7,2-4,College degree,Woman,White,55000.0,55000.0
35-44,Computing or Tech,125000,50000.0,USD,USA,Washington,Seattle,11-20,11-20,College degree,Woman,White,175000.0,175000.0
25-34,Health care,60000,0.0,USD,USA,Tennessee,Memphis,8-10,2-4,College degree,Woman,White,60000.0,60000.0
25-34,Law,190000,0.0,USD,USA,Massachusetts,Boston,0-1,0-1,Master's degree,Woman,White,190000.0,190000.0
45-54,Utilities & Telecommunications,60320,0.0,USD,USA,Pennsylvania,Pittsburgh,21-30,8-10,Some college,Woman,White,60320.0,60320.0
35-44,Pharmaceuticals,125000,18750.0,USD,USA,North Carolina,Durham,5-7,2-4,PhD,Woman,White,143750.0,143750.0
45-54,Education (Primary/Secondary),94000,0.0,USD,USA,Connecticut,Stamford,21-30,21-30,PhD,Woman,White,94000.0,94000.0
25-34,Health care,98000,0.0,CAD,CANADA,,Rural Ontario,8-10,2-4,Master's degree,Woman,White,98000.0,70560.0
35-44,Government and Public Administration,49000,0.0,USD,USA,Oregon,Newport,11-20,11-20,Some college,Woman,White,49000.0,49000.0
35-44,Nonprofits,120000,0.0,USD,USA,California,Los Angeles,11-20,11-20,College degree,Woman,White,120000.0,120000.0
25-34,Education (Higher Education),28000,0.0,USD,USA,New Jersey,New Brunswick,2-4,2-4,Master's degree,Non-binary,White,28000.0,28000.0
55-64,Recruitment or HR,135000,0.0,USD,USA,Illinois,"Chicago area mostly, but also the US and Canada",31-40,31-40,College degree,Woman,White,135000.0,135000.0
35-44,Education (Higher Education),40575,0.0,USD,USA,Washington,Spokane,8-10,8-10,College degree,Woman,White,40575.0,40575.0
25-34,Nonprofits,75500,0.0,USD,USA,North Carolina,Durham,8-10,8-10,Master's degree,Woman,White,75500.0,75500.0
25-34,"Marketing, Advertising & PR",115000,12000.0,USD,USA,Pennsylvania,Philadelphia,5-7,5-7,College degree,Woman,White,127000.0,127000.0
35-44,Government and Public Administration,70000,0.0,USD,USA,Massachusetts,Greater Boston area,8-10,5-7,Master's degree,Woman,White,70000.0,70000.0
25-34,Computing or Tech,110000,1400.0,USD,USA,Illinois,Chicago (remote) ,5-7,5-7,College degree,Woman,White,111400.0,111400.0
18-24,Agriculture or Forestry,29000,0.0,USD,USA,South Dakota,Rapid City,0-1,0-1,Some college,Woman,White,29000.0,29000.0
55-64,"Marketing, Advertising & PR",61000,0.0,USD,USA,Illinois,Mount Prospect,31-40,31-40,College degree,Woman,White,61000.0,61000.0
55-64,Nonprofits,47250,0.0,USD,USA,West Virginia,"Huntington (remote, HQ is in Charleston)",11-20,5-7,Master's degree,Woman,White,47250.0,47250.0
35-44,Engineering or Manufacturing,96000,4000.0,USD,USA,Minnesota,St. Paul,11-20,11-20,Some college,Man,White,100000.0,100000.0
35-44,Nonprofits,45000,0.0,USD,USA,Pennsylvania,Scranton,11-20,11-20,College degree,Woman,White,45000.0,45000.0
25-34,Philanthropy,72000,0.0,USD,USA,District of Columbia,Washington,2-4,2-4,Master's degree,Woman,White,72000.0,72000.0
25-34,Government and Public Administration,78167,0.0,USD,USA,District of Columbia,"Washington, DC",5-7,5-7,Master's degree,Woman,White,78167.0,78167.0
25-34,"Accounting, Banking & Finance",132500,55000.0,USD,USA,New York,New York City,8-10,8-10,College degree,Woman,White,187500.0,187500.0
45-54,Computing or Tech,124000,0.0,USD,USA,Tennessee,Remote,21-30,21-30,Master's degree,Woman,White,124000.0,124000.0
45-54,"Marketing, Advertising & PR",108000,0.0,USD,USA,Minnesota,Minneapolis,21-30,21-30,College degree,Man,White,108000.0,108000.0
35-44,"Accounting, Banking & Finance",110000,5000.0,USD,USA,North Carolina,Charlotte ,11-20,11-20,Master's degree,Woman,White,115000.0,115000.0
35-44,Education (Higher Education),83000,0.0,USD,USA,Arizona,Flagstaff,11-20,5-7,Master's degree,Woman,White,83000.0,83000.0
25-34,Engineering or Manufacturing,110000,14000.0,USD,USA,,Philadelphia,8-10,8-10,Master's degree,Woman,White,124000.0,124000.0
25-34,Education (Higher Education),45000,0.0,USD,USA,Illinois,Carlinville,5-7,5-7,Master's degree,Woman,White,45000.0,45000.0
25-34,Government and Public Administration,91000,2000.0,USD,USA,District of Columbia,Washington,11-20,5-7,PhD,Woman,White,93000.0,93000.0
35-44,Engineering or Manufacturing,117000,17550.0,USD,USA,Minnesota,Chaska,11-20,11-20,Master's degree,Woman,White,134550.0,134550.0
45-54,Insurance,59000,7000.0,USD,USA,,"Omaha, NE",21-30,21-30,Some college,Woman,White,66000.0,66000.0
35-44,Education (Higher Education),71697,0.0,USD,USA,Pennsylvania,Philadelphia,8-10,5-7,Master's degree,Woman,White,71697.0,71697.0
45-54,Real Estate,90000,9000.0,USD,USA,California,Sacramento,31-40,21-30,Some college,Woman,White,99000.0,99000.0
35-44,Education (Higher Education),120000,0.0,USD,USA,Massachusetts,Western Mass,11-20,11-20,College degree,Woman,White,120000.0,120000.0
25-34,Education (Higher Education),52000,0.0,USD,USA,New York,New York,5-7,5-7,Master's degree,Non-binary,"Hispanic, Latino, or Spanish origin",52000.0,52000.0
25-34,Property or Construction,61500,0.0,CAD,CANADA,,Calgary,8-10,8-10,Some college,Woman,White,61500.0,44280.0
35-44,Transport or Logistics,80000,5000.0,USD,USA,New York,New York ,21-30,21-30,High School,Woman,White,85000.0,85000.0
25-34,Transport or Logistics,56000,0.0,USD,USA,Illinois,Joliet,8-10,5-7,Some college,Woman,White,56000.0,56000.0
45-54,Engineering or Manufacturing,47840,2000.0,USD,USA,California,Shingle Springs,21-30,21-30,College degree,Man,"Asian or Asian American, White",49840.0,49840.0
45-54,Consulting,150000,20000.0,USD,USA,Florida,Plant City,21-30,11-20,Master's degree,Woman,White,170000.0,170000.0
45-54,Computing or Tech,150000,0.0,USD,USA,Massachusetts,Boston,21-30,21-30,Master's degree,Woman,White,150000.0,150000.0
45-54,Environmental Consulting,105000,5000.0,USD,USA,Georgia,Atlanta,21-30,21-30,PhD,Woman,White,110000.0,110000.0
25-34,"Accounting, Banking & Finance",100000,5000.0,USD,USA,New York,NYC,2-4,2-4,College degree,Woman,Asian or Asian American,105000.0,105000.0
35-44,Engineering or Manufacturing,97500,8000.0,USD,USA,Illinois,Lisle,11-20,11-20,Master's degree,Woman,Asian or Asian American,105500.0,105500.0
25-34,"Accounting, Banking & Finance",100000,50000.0,USD,USA,Texas,Dallas,5-7,5-7,College degree,Man,White,150000.0,150000.0
45-54,Health care,125000,0.0,USD,USA,Massachusetts,Salem,21-30,8-10,College degree,Woman,White,125000.0,125000.0
35-44,Government and Public Administration,63000,0.0,USD,USA,Wisconsin,Platteville,11-20,11-20,Master's degree,Woman,White,63000.0,63000.0
25-34,Sales,50000,50000.0,GBP,UK,,Remote (live in Nottingham),8-10,5-7,College degree,Woman,White,100000.0,134000.0
35-44,Archaeology / Cultural Resource Management,79000,1000.0,USD,USA,Colorado,Denver,11-20,11-20,Master's degree,Woman,White,80000.0,80000.0
25-34,Museum,52000,0.0,USD,USA,Maryland,Suitland,5-7,2-4,Master's degree,Man,White,52000.0,52000.0
25-34,Government and Public Administration,109000,3000.0,USD,USA,Maryland,Suitland,5-7,5-7,Master's degree,Woman,White,112000.0,112000.0
45-54,Education (Higher Education),54000,0.0,GBP,UK,,London,21-30,21-30,PhD,Woman,White,54000.0,72360.0
45-54,Media & Digital,120000,0.0,USD,USA,Georgia,Atlanta,21-30,21-30,Master's degree,Woman,Black or African American,120000.0,120000.0
25-34,Education (Higher Education),40613,0.0,GBP,UK,,London,8-10,5-7,College degree,Woman,White,40613.0,54421.420000000006
35-44,Public library,70000,2400.0,USD,USA,New York,New York,11-20,5-7,Master's degree,Woman,White,72400.0,72400.0
35-44,Biotech,110000,2500.0,USD,USA,Maryland,Rockville,11-20,11-20,College degree,Woman,White,112500.0,112500.0
25-34,Education (Higher Education),58000,0.0,CAD,CANADA,,Winnipeg,5-7,2-4,College degree,Woman,White,58000.0,41760.0
25-34,Government and Public Administration,58000,0.0,CAD,CANADA,,Toronto,8-10,5-7,Some college,Woman,White,58000.0,41760.0
18-24,"Accounting, Banking & Finance",45000,0.0,USD,USA,Indiana,Indianapolis ,0-1,0-1,College degree,Woman,White,45000.0,45000.0
35-44,Government and Public Administration,70000,5000.0,USD,USA,Massachusetts,Boston,8-10,8-10,Master's degree,Woman,White,75000.0,75000.0
25-34,Recruitment or HR,115000,0.0,USD,USA,Massachusetts,Boston,5-7,5-7,College degree,Man,White,115000.0,115000.0
35-44,Agriculture or Forestry,17000,0.0,USD,USA,Pennsylvania,North East,11-20,5-7,Master's degree,Non-binary,White,17000.0,17000.0
25-34,Government and Public Administration,64000,0.0,USD,USA,Maryland,Baltimore ,5-7,0-1,College degree,Woman,Black or African American,64000.0,64000.0
55-64,Property or Construction,66000,0.0,USD,USA,Texas,Houston Area,31-40,21-30,College degree,Woman,White,66000.0,66000.0
45-54,Engineering or Manufacturing,80000,4000.0,USD,USA,Pennsylvania,Pittsburgh ,21-30,11-20,College degree,Woman,White,84000.0,84000.0
25-34,Government and Public Administration,78000,0.0,USD,USA,New York,NYC,5-7,2-4,Master's degree,Woman,White,78000.0,78000.0
18-24,Law,65000,5000.0,USD,USA,Minnesota,Minneapolis,2-4,2-4,Master's degree,Woman,White,70000.0,70000.0
65 or over,Health care,110000,10000.0,USD,USA,Wisconsin,Milwaukee,41+,31-40,Master's degree,Woman,White,120000.0,120000.0
35-44,"Accounting, Banking & Finance",114400,0.0,USD,USA,Virginia,Charlottesville,21-30,11-20,College degree,Woman,White,114400.0,114400.0
25-34,Recruitment or HR,111500,0.0,USD,USA,Idaho,Idaho Falls,11-20,11-20,Master's degree,Woman,White,111500.0,111500.0
25-34,Education (Higher Education),58300,0.0,USD,USA,District of Columbia,Washington,5-7,2-4,College degree,Woman,White,58300.0,58300.0
25-34,Nonprofits,700000,0.0,USD,USA,New York,ROCHESTER ,11-20,5-7,College degree,Woman,White,700000.0,700000.0
35-44,Computing or Tech,156000,189000.0,USD,USA,Massachusetts,Metro Boston,21-30,21-30,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer,345000.0,345000.0
45-54,Computing or Tech,130000,13000.0,USD,USA,Minnesota,Twin cities metro area,11-20,8-10,College degree,Woman,White,143000.0,143000.0
25-34,Public Library,75000,0.0,USD,USA,District of Columbia,Washington,8-10,8-10,Master's degree,Woman,White,75000.0,75000.0
25-34,Education (Higher Education),39000,0.0,GBP,UK,,London,11-20,8-10,Master's degree,Woman,White,39000.0,52260.0
35-44,Computing or Tech,126000,15000.0,USD,USA,Texas,Dallas,11-20,11-20,College degree,Woman,White,141000.0,141000.0
45-54,Engineering or Manufacturing,125000,3500.0,USD,USA,Pennsylvania,Pittsburgh,21-30,21-30,College degree,Man,White,128500.0,128500.0
25-34,Nonprofits,87000,0.0,CAD,CANADA,,Toronto,2-4,2-4,PhD,Woman,Another option not listed here or prefer not to answer,87000.0,62640.0
35-44,Education (Higher Education),38480,0.0,USD,USA,Minnesota,Duluth,11-20,5-7,College degree,Woman,White,38480.0,38480.0
35-44,Nonprofits,36000,1000.0,USD,USA,Massachusetts,South Hadley,11-20,2-4,Master's degree,Man,White,37000.0,37000.0
25-34,Nonprofits,55000,0.0,USD,USA,New York,New York ,8-10,2-4,Master's degree,Woman,White,55000.0,55000.0
25-34,"Marketing, Advertising & PR",53500,0.0,USD,USA,Illinois,Chicago,8-10,8-10,College degree,Woman,White,53500.0,53500.0
25-34,Government and Public Administration,49600,0.0,USD,USA,Texas,DFW area,8-10,2-4,Master's degree,Woman,"Asian or Asian American, White",49600.0,49600.0
25-34,Nonprofits,50000,0.0,USD,USA,Georgia,Atlanta,8-10,5-7,College degree,Woman,White,50000.0,50000.0
25-34,"Accounting, Banking & Finance",57750,5750.0,USD,USA,Texas,Houston,11-20,2-4,Master's degree,Woman,White,63500.0,63500.0
35-44,Social Work,62000,0.0,USD,USA,Illinois,Chicago,11-20,8-10,Master's degree,Woman,White,62000.0,62000.0
25-34,Nonprofits,65000,0.0,USD,USA,California,Sacramento,8-10,5-7,College degree,Woman,White,65000.0,65000.0
25-34,Health care,43680,0.0,USD,USA,Massachusetts,North Andover,5-7,2-4,College degree,Woman,White,43680.0,43680.0
25-34,Transport or Logistics,103000,2000.0,USD,USA,Texas,Dallas,5-7,5-7,College degree,Woman,White,105000.0,105000.0
45-54,Education (Primary/Secondary),51000,0.0,GBP,UK,,Edinburgh,21-30,21-30,College degree,Woman,White,51000.0,68340.0
25-34,Nonprofits,65000,2700.0,USD,USA,Washington,Bellevue,8-10,5-7,College degree,Woman,White,67700.0,67700.0
25-34,Engineering or Manufacturing,25000,1000.0,GBP,UK,,Glasgow,2-4,2-4,Master's degree,Woman,White,26000.0,34840.0
25-34,Government and Public Administration,93000,0.0,CAD,CANADA,,Ottawa,8-10,8-10,College degree,Woman,White,93000.0,66960.0
35-44,Education (Primary/Secondary),75000,0.0,USD,USA,Georgia,Suwanee ,21-30,11-20,Master's degree,Woman,White,75000.0,75000.0
35-44,Nonprofits,34500,0.0,GBP,UK,,Glasgow,11-20,11-20,College degree,Woman,White,34500.0,46230.0
18-24,"Marketing, Advertising & PR",72500,3000.0,USD,USA,Illinois,Chicago,5-7,0-1,College degree,Woman,White,75500.0,75500.0
35-44,Agriculture or Forestry,86000,1500.0,USD,USA,North Carolina,Raleigh,11-20,5-7,College degree,Woman,White,87500.0,87500.0
25-34,Property or Construction,75000,5000.0,USD,USA,Missouri,St. Louis,11-20,11-20,College degree,Woman,White,80000.0,80000.0
25-34,Media & Digital,38000,0.0,USD,USA,Massachusetts,Salem,8-10,8-10,College degree,Woman,White,38000.0,38000.0
25-34,Social Work,63000,0.0,USD,USA,Illinois,Chicago,8-10,5-7,Master's degree,Woman,White,63000.0,63000.0
35-44,Public Library,39000,0.0,USD,USA,Ohio,Dayton,11-20,11-20,Master's degree,Woman,White,39000.0,39000.0
35-44,Education (Higher Education),105000,0.0,USD,USA,Connecticut,Fairfield,11-20,11-20,College degree,Woman,White,105000.0,105000.0
45-54,Property or Construction,53000,6000.0,USD,USA,,Orlando,21-30,8-10,High School,Woman,White,59000.0,59000.0
35-44,Computing or Tech,179000,130000.0,USD,USA,New York,New York city,11-20,8-10,PhD,Woman,White,309000.0,309000.0
35-44,"Marketing, Advertising & PR",77000,0.0,USD,USA,Connecticut,Manchester,21-30,5-7,College degree,Woman,White,77000.0,77000.0
35-44,Media & Digital,55000,0.0,USD,USA,New York,New York ,11-20,11-20,College degree,Woman,White,55000.0,55000.0
25-34,Computing or Tech,64200,3000.0,USD,USA,Wisconsin,Madison,5-7,2-4,Master's degree,Other or prefer not to answer,White,67200.0,67200.0
55-64,Health care,43500,0.0,USD,USA,Pennsylvania,Pittsburgh,21-30,11-20,College degree,Woman,White,43500.0,43500.0
25-34,Engineering or Manufacturing,92000,2000.0,USD,USA,Texas,DFW,5-7,5-7,College degree,Woman,"Hispanic, Latino, or Spanish origin, White",94000.0,94000.0
55-64,Government and Public Administration,170000,3000.0,USD,USA,District of Columbia,DC,21-30,21-30,Master's degree,Woman,White,173000.0,173000.0
25-34,Health care,125000,500.0,USD,USA,Pennsylvania,Pittsburgh,5-7,5-7,PhD,Woman,White,125500.0,125500.0
25-34,Computing or Tech,60000,6000.0,CAD,CANADA,,Toronto,0-1,0-1,College degree,Woman,White,66000.0,47520.0
55-64,"Accounting, Banking & Finance",186000,0.0,USD,USA,New Jersey,Cherry Hill,31-40,31-40,College degree,Man,White,186000.0,186000.0
35-44,Sales,49000,0.0,CAD,CANADA,,Montreal,21-30,11-20,Some college,Woman,White,49000.0,35280.0
25-34,Media & Digital,51000,0.0,USD,USA,New York,New York,5-7,5-7,College degree,Woman,White,51000.0,51000.0
25-34,"Accounting, Banking & Finance",61800,1000.0,USD,USA,Ohio,Cleveland,8-10,5-7,College degree,Man,White,62800.0,62800.0
25-34,"Accounting, Banking & Finance",155000,31000.0,USD,USA,Massachusetts,Fully Remote (Greater Boston),8-10,8-10,College degree,Woman,Asian or Asian American,186000.0,186000.0
35-44,Art & Design,40000,200.0,USD,USA,Michigan,Grand Rapids,11-20,11-20,College degree,Woman,White,40200.0,40200.0
25-34,Education (Higher Education),71750,0.0,USD,USA,Pennsylvania,Philadelphia,8-10,8-10,Master's degree,Woman,White,71750.0,71750.0
35-44,Engineering or Manufacturing,70000,0.0,USD,USA,Wisconsin,Milwaukee,8-10,2-4,Master's degree,Man,Asian or Asian American,70000.0,70000.0
35-44,Business or Consulting,87000,0.0,USD,USA,Minnesota,St. Paul,21-30,8-10,Master's degree,Woman,White,87000.0,87000.0
35-44,Computing or Tech,157000,0.0,USD,USA,Colorado,Denver,21-30,21-30,College degree,Woman,White,157000.0,157000.0
35-44,"""Government Relations"" (Lobbying) ",65000,0.0,USD,USA,New York,New York City ,5-7,5-7,College degree,Woman,White,65000.0,65000.0
